CRASH DATE,CRASH TIME,OCCURED ON,LATTITUDE,LONGITUDE
11/1/16,7:02 AM,CITY STREET,30.447789,-91.16904
7/9/10,12:11 PM,CITY STREET,30.447789,-91.16904
10/29/11,2:05 PM,CITY STREET,30.447789,-91.16904
4/1/16,8:14 AM,U.S. HWY,30.48445,-91.169035
4/17/16,8:18 PM,CITY STREET,30.48445,-91.169035
2/20/14,4:38 PM,U.S. HWY,30.48445,-91.169035
7/7/14,7:03 AM,CITY STREET,30.48445,-91.169035
4/7/13,4:41 PM,U.S. HWY,30.48445,-91.169035
10/16/15,5:26 PM,STATE HWY,30.48445,-91.169035
12/10/12,6:09 AM,STATE HWY,30.48445,-91.169035
3/12/13,4:44 PM,U.S. HWY,30.48445,-91.169035
5/28/15,1:04 PM,STATE HWY,30.48445,-91.169035
1/26/12,8:20 PM,CITY STREET,30.48445,-91.169035
7/31/11,3:11 PM,STATE HWY,30.48445,-91.169035
8/28/12,4:58 PM,STATE HWY,30.48445,-91.169035
1/24/14,6:00 AM,STATE HWY,30.48445,-91.169035
3/3/16,7:00 AM,U.S. HWY,30.48445,-91.169035
3/5/12,4:03 PM,U.S. HWY,30.48445,-91.169035
11/13/11,11:42 AM,CITY STREET,30.48445,-91.169035
5/10/13,1:17 PM,U.S. HWY,30.48445,-91.169035
7/1/10,12:20 PM,CITY STREET,30.48445,-91.169035
8/9/14,4:39 AM,CITY STREET,30.48445,-91.169035
5/19/15,6:15 PM,U.S. HWY,30.48445,-91.169035
7/1/16,9:41 PM,STATE HWY,30.48445,-91.169035
10/11/16,4:45 PM,STATE HWY,30.48445,-91.169035
8/24/11,2:08 PM,U.S. HWY,30.48445,-91.169035
5/1/15,7:09 PM,CITY STREET,30.466553,-91.169029
5/15/15,5:02 PM,CITY STREET,30.507079,-91.169024
3/23/10,2:54 PM,CITY STREET,30.507079,-91.169024
6/9/12,2:20 PM,CITY STREET,30.468481,-91.169022
1/11/12,6:04 PM,CITY STREET,30.441076,-91.169018
9/5/15,1:55 PM,CITY STREET,30.429936,-91.169017
4/16/15,10:43 AM,CITY STREET,30.429936,-91.169017
9/23/10,8:34 AM,CITY STREET,30.429936,-91.169017
8/30/10,3:42 PM,CITY STREET,30.429936,-91.169017
4/7/11,4:51 PM,CITY STREET,30.429936,-91.169017
9/5/14,3:26 PM,CITY STREET,30.429936,-91.169017
2/13/14,1:13 PM,CITY STREET,30.429936,-91.169017
9/23/14,2:54 PM,CITY STREET,30.429936,-91.169017
4/14/12,8:24 AM,CITY STREET,30.429936,-91.169017
12/11/13,4:26 AM,CITY STREET,30.429936,-91.169017
2/5/16,1:05 PM,CITY STREET,30.429936,-91.169017
4/23/14,8:15 AM,CITY STREET,30.429936,-91.169017
11/16/11,1:26 PM,CITY STREET,30.429936,-91.169017
2/20/14,10:30 AM,CITY STREET,30.429936,-91.169017
2/14/12,5:58 AM,CITY STREET,30.429936,-91.169017
8/3/15,9:17 AM,CITY STREET,30.429936,-91.169017
7/27/14,2:15 PM,CITY STREET,30.429936,-91.169017
5/14/10,2:55 PM,CITY STREET,30.429936,-91.169017
9/21/14,11:10 AM,CITY STREET,30.429936,-91.169017
7/10/10,2:13 PM,CITY STREET,30.429936,-91.169017
9/18/13,5:28 PM,CITY STREET,30.429936,-91.169017
3/13/13,7:18 PM,CITY STREET,30.429936,-91.169017
6/19/14,10:37 PM,CITY STREET,30.429936,-91.169017
2/26/12,6:32 PM,CITY STREET,30.429936,-91.169017
5/6/12,10:56 AM,CITY STREET,30.429936,-91.169017
3/29/12,10:30 AM,CITY STREET,30.429936,-91.169017
3/9/11,3:30 PM,CITY STREET,30.429936,-91.169017
12/18/10,2:54 AM,CITY STREET,30.429936,-91.169017
2/1/15,10:24 PM,CITY STREET,30.429936,-91.169017
4/18/14,10:12 PM,CITY STREET,30.429936,-91.169017
7/6/12,1:26 PM,CITY STREET,30.429936,-91.169017
1/17/16,2:20 AM,CITY STREET,30.46832,-91.169005
7/28/16,7:34 PM,CITY STREET,30.46832,-91.169005
7/29/16,11:29 PM,CITY STREET,30.440271,-91.168998
4/22/14,10:00 AM,OFF ROAD/ PRIVATE PROPERTY,30.510244,-91.168995
11/1/11,7:55 PM,CITY STREET,30.510244,-91.168995
3/2/12,11:25 AM,OFF ROAD/ PRIVATE PROPERTY,30.44779,-91.168991
6/25/12,8:20 AM,OFF ROAD/ PRIVATE PROPERTY,30.44779,-91.168991
12/17/12,9:29 AM,OFF ROAD/ PRIVATE PROPERTY,30.44779,-91.168991
8/25/16,12:18 PM,OFF ROAD/ PRIVATE PROPERTY,30.44779,-91.168991
8/22/12,2:29 PM,CITY STREET,30.443816,-91.168987
9/9/13,10:10 AM,STATE HWY,30.443816,-91.168987
7/17/14,7:04 PM,STATE HWY,30.443816,-91.168987
2/25/11,3:54 PM,STATE HWY,30.443816,-91.168987
9/16/13,8:57 AM,STATE HWY,30.443816,-91.168987
1/16/13,8:54 AM,STATE HWY,30.443816,-91.168987
7/23/12,11:26 AM,STATE HWY,30.443816,-91.168987
11/24/13,4:31 PM,STATE HWY,30.443816,-91.168987
7/26/15,5:26 PM,STATE HWY,30.443816,-91.168987
9/25/13,6:29 PM,STATE HWY,30.443816,-91.168987
1/2/13,9:16 AM,STATE HWY,30.443816,-91.168987
5/18/10,5:41 PM,STATE HWY,30.443816,-91.168987
10/29/11,12:12 PM,STATE HWY,30.443816,-91.168987
5/14/11,10:21 PM,CITY STREET,30.443816,-91.168987
7/11/10,4:50 PM,CITY STREET,30.443816,-91.168987
3/28/15,6:05 PM,STATE HWY,30.443816,-91.168987
8/16/10,4:56 AM,CITY STREET,30.443816,-91.168987
1/15/14,7:00 PM,STATE HWY,30.443816,-91.168987
6/20/13,4:42 PM,STATE HWY,30.443816,-91.168987
11/7/13,6:15 PM,STATE HWY,30.443816,-91.168987
4/5/12,1:20 PM,STATE HWY,30.443816,-91.168987
5/25/11,12:05 PM,STATE HWY,30.443816,-91.168987
10/1/13,3:00 PM,STATE HWY,30.443816,-91.168987
10/6/12,6:53 PM,STATE HWY,30.443816,-91.168987
3/26/13,1:36 PM,STATE HWY,30.443816,-91.168987
10/23/12,11:48 PM,CITY STREET,30.443816,-91.168987
6/10/12,6:01 PM,STATE HWY,30.443816,-91.168987
2/22/13,6:24 PM,STATE HWY,30.443816,-91.168987
8/4/15,10:33 PM,CITY STREET,30.443816,-91.168987
6/23/16,11:54 PM,CITY STREET,30.443816,-91.168987
8/25/16,7:51 AM,STATE HWY,30.443816,-91.168987
9/2/16,12:00 PM,CITY STREET,30.443816,-91.168987
10/7/16,2:16 PM,STATE HWY,30.443816,-91.168987
4/7/10,5:36 PM,STATE HWY,30.443816,-91.168987
1/3/15,3:05 AM,STATE HWY,30.443816,-91.168987
1/14/11,12:49 PM,STATE HWY,30.443816,-91.168987
5/22/10,3:19 PM,CITY STREET,30.443816,-91.168987
3/1/16,3:24 PM,STATE HWY,30.443816,-91.168987
10/19/12,10:45 PM,STATE HWY,30.443816,-91.168987
9/7/11,10:24 AM,STATE HWY,30.443816,-91.168987
5/4/10,9:48 AM,STATE HWY,30.443816,-91.168987
4/18/13,3:31 PM,CITY STREET,30.455201,-91.168969
10/4/14,4:32 PM,CITY STREET,30.439259,-91.168958
8/12/16,1:00 PM,INTERSTATE,30.439259,-91.168958
9/1/16,2:06 PM,INTERSTATE,30.439259,-91.168958
9/2/16,5:56 PM,INTERSTATE,30.439259,-91.168958
9/7/16,5:55 PM,INTERSTATE,30.439259,-91.168958
9/9/16,9:17 PM,U.S. HWY,30.439259,-91.168958
9/15/16,4:14 PM,INTERSTATE,30.439259,-91.168958
9/15/16,4:20 PM,INTERSTATE,30.439259,-91.168958
9/14/16,4:41 PM,INTERSTATE,30.439259,-91.168958
9/26/16,12:13 PM,INTERSTATE,30.439259,-91.168958
9/23/16,9:12 AM,INTERSTATE,30.439259,-91.168958
10/4/16,7:53 AM,INTERSTATE,30.439259,-91.168958
10/6/16,5:58 PM,INTERSTATE,30.439259,-91.168958
10/7/16,5:59 PM,INTERSTATE,30.439259,-91.168958
10/17/16,6:50 PM,INTERSTATE,30.439259,-91.168958
10/21/16,3:06 PM,INTERSTATE,30.439259,-91.168958
10/21/16,9:31 PM,INTERSTATE,30.439259,-91.168958
10/22/16,3:50 AM,INTERSTATE,30.439259,-91.168958
10/24/16,5:00 PM,INTERSTATE,30.439259,-91.168958
10/19/16,7:49 AM,INTERSTATE,30.439259,-91.168958
10/18/16,7:35 AM,INTERSTATE,30.439259,-91.168958
11/2/16,1:28 PM,INTERSTATE,30.439259,-91.168958
11/2/16,5:01 PM,INTERSTATE,30.439259,-91.168958
12/30/15,11:00 AM,U.S. HWY,30.482968,-91.16895
1/23/13,4:50 PM,U.S. HWY,30.482968,-91.16895
9/27/14,10:00 PM,CITY STREET,30.467394,-91.168948
2/9/11,7:28 AM,CITY STREET,30.467394,-91.168948
7/4/15,4:52 PM,CITY STREET,30.467394,-91.168948
11/25/10,5:50 PM,CITY STREET,30.467394,-91.168948
10/30/11,1:04 PM,CITY STREET,30.438907,-91.168944
5/17/13,3:04 PM,CITY STREET,30.442923,-91.168942
1/28/15,6:00 PM,CITY STREET,30.445773,-91.168942
4/8/14,5:18 PM,CITY STREET,30.442923,-91.168942
8/28/15,4:32 PM,CITY STREET,30.445773,-91.168942
2/22/11,4:39 PM,CITY STREET,30.429609,-91.168938
11/11/15,5:51 PM,CITY STREET,30.429609,-91.168938
11/7/14,7:51 PM,CITY STREET,30.429609,-91.168938
6/26/14,7:34 PM,CITY STREET,30.429609,-91.168938
6/4/12,4:31 PM,OFF ROAD/ PRIVATE PROPERTY,30.429609,-91.168938
2/21/11,6:37 PM,CITY STREET,30.429609,-91.168938
10/13/10,7:25 AM,CITY STREET,30.429609,-91.168938
2/13/15,12:14 AM,CITY STREET,30.429609,-91.168938
7/13/10,2:39 PM,CITY STREET,30.429609,-91.168938
1/28/16,12:54 PM,CITY STREET,30.429609,-91.168938
5/5/11,7:00 AM,CITY STREET,30.429609,-91.168938
2/21/16,7:18 PM,CITY STREET,30.429609,-91.168938
11/17/14,8:34 PM,CITY STREET,30.429609,-91.168938
8/24/13,4:51 AM,CITY STREET,30.429609,-91.168938
3/9/16,7:29 AM,CITY STREET,30.429609,-91.168938
12/12/11,4:44 PM,CITY STREET,30.429609,-91.168938
5/12/11,3:07 PM,CITY STREET,30.429609,-91.168938
6/4/11,5:13 PM,CITY STREET,30.429609,-91.168938
9/26/10,12:45 AM,CITY STREET,30.429609,-91.168938
2/21/15,1:19 AM,CITY STREET,30.429609,-91.168938
9/5/15,12:20 PM,CITY STREET,30.429609,-91.168938
8/31/16,12:08 AM,CITY STREET,30.429609,-91.168938
9/16/16,10:52 PM,PARISH ROAD,30.429609,-91.168938
10/8/16,11:49 AM,CITY STREET,30.429609,-91.168938
4/28/16,1:46 PM,CITY STREET,30.438528,-91.168929
7/28/16,3:16 PM,CITY STREET,30.438528,-91.168929
6/20/15,4:00 PM,CITY STREET,30.558442,-91.168928
3/22/13,8:07 AM,STATE HWY,30.558442,-91.168928
2/6/13,9:10 PM,STATE HWY,30.558442,-91.168928
4/11/14,2:30 PM,STATE HWY,30.558442,-91.168928
9/7/11,11:08 AM,STATE HWY,30.558442,-91.168928
2/24/12,3:31 AM,CITY STREET,30.558442,-91.168928
1/27/13,1:17 PM,STATE HWY,30.558442,-91.168928
7/24/11,2:06 AM,CITY STREET,30.558442,-91.168928
6/30/15,5:17 PM,CITY STREET,30.558442,-91.168928
10/13/12,8:20 AM,CITY STREET,30.491909,-91.168916
2/26/16,11:34 PM,OFF ROAD/ PRIVATE PROPERTY,30.513709,-91.168915
10/26/16,4:26 PM,STATE HWY,30.468214,-91.168915
12/1/15,7:45 PM,CITY STREET,30.429488,-91.16891
3/16/10,12:25 PM,CITY STREET,30.429488,-91.16891
1/14/14,1:28 PM,CITY STREET,30.429488,-91.16891
9/12/10,8:24 AM,CITY STREET,30.429488,-91.16891
9/25/13,10:23 AM,CITY STREET,30.429488,-91.16891
10/12/13,6:15 PM,OFF ROAD/ PRIVATE PROPERTY,30.429488,-91.16891
7/17/15,6:22 PM,CITY STREET,30.429488,-91.16891
6/4/12,12:21 PM,CITY STREET,30.429488,-91.16891
5/1/12,7:53 AM,CITY STREET,30.429488,-91.16891
12/20/11,9:57 PM,CITY STREET,30.429488,-91.16891
9/13/14,9:28 PM,CITY STREET,30.429488,-91.16891
3/15/13,6:15 AM,CITY STREET,30.429488,-91.16891
6/13/16,12:50 PM,CITY STREET,30.429488,-91.16891
5/8/15,11:10 PM,CITY STREET,30.429488,-91.16891
10/26/15,9:15 AM,CITY STREET,30.429488,-91.16891
2/12/11,8:10 PM,CITY STREET,30.464945,-91.168883
5/1/15,12:29 AM,CITY STREET,30.43662,-91.168869
6/18/11,10:38 AM,CITY STREET,30.43662,-91.168869
8/7/14,4:51 PM,CITY STREET,30.43662,-91.168869
2/14/11,11:09 PM,CITY STREET,30.43662,-91.168869
6/25/11,12:17 PM,OFF ROAD/ PRIVATE PROPERTY,30.43662,-91.168869
5/6/15,10:29 AM,CITY STREET,30.43662,-91.168869
5/1/11,10:39 AM,CITY STREET,30.43662,-91.168869
2/12/16,2:20 PM,CITY STREET,30.43662,-91.168869
6/12/15,4:58 PM,CITY STREET,30.43662,-91.168869
5/21/15,5:30 PM,CITY STREET,30.43662,-91.168869
7/17/12,3:52 PM,CITY STREET,30.43662,-91.168869
6/13/15,9:18 AM,CITY STREET,30.43662,-91.168869
8/6/15,7:18 PM,CITY STREET,30.43662,-91.168869
5/8/15,8:39 AM,CITY STREET,30.481623,-91.16886
10/7/13,7:54 PM,STATE HWY,30.481623,-91.16886
6/26/14,10:20 PM,U.S. HWY,30.481623,-91.16886
3/17/11,4:41 PM,STATE HWY,30.481623,-91.16886
2/9/11,4:55 PM,CITY STREET,30.44674,-91.168858
6/13/14,8:00 AM,CITY STREET,30.436621,-91.168845
3/9/11,3:40 PM,CITY STREET,30.436621,-91.168845
2/17/16,8:00 AM,CITY STREET,30.400897,-91.16882
7/13/13,11:20 PM,STATE HWY,30.480653,-91.168806
6/18/14,1:40 PM,U.S. HWY,30.480653,-91.168806
3/1/14,2:16 AM,CITY STREET,30.480653,-91.168806
5/11/12,9:09 PM,STATE HWY,30.480653,-91.168806
9/19/14,3:43 PM,CITY STREET,30.400874,-91.168788
11/17/10,2:00 AM,CITY STREET,30.537655,-91.168775
3/4/13,7:07 PM,CITY STREET,30.437944,-91.168765
11/17/13,2:02 AM,CITY STREET,30.437944,-91.168765
12/4/11,7:37 PM,CITY STREET,30.437944,-91.168765
9/14/10,6:30 AM,CITY STREET,30.437944,-91.168765
11/8/10,4:15 PM,CITY STREET,30.435285,-91.168754
12/12/13,4:16 PM,CITY STREET,30.435285,-91.168754
4/25/15,11:42 AM,CITY STREET,30.435285,-91.168754
5/11/12,5:42 AM,CITY STREET,30.435285,-91.168754
10/23/15,11:08 PM,CITY STREET,30.435285,-91.168754
3/19/15,2:55 PM,CITY STREET,30.435285,-91.168754
11/13/15,8:35 AM,CITY STREET,30.435285,-91.168754
2/2/14,5:15 PM,CITY STREET,30.435285,-91.168754
5/9/16,5:03 PM,CITY STREET,30.435285,-91.168754
8/15/14,2:44 PM,CITY STREET,30.433102,-91.168751
10/7/11,6:43 AM,STATE HWY,30.47966,-91.168743
11/6/10,2:15 AM,STATE HWY,30.47966,-91.168743
10/5/10,6:52 AM,CITY STREET,30.550134,-91.168732
12/13/15,12:12 PM,CITY STREET,30.407412,-91.168726
1/17/12,11:50 AM,CITY STREET,30.407412,-91.168726
10/20/10,10:12 AM,CITY STREET,30.407412,-91.168726
6/25/15,6:21 PM,CITY STREET,30.407412,-91.168726
4/16/16,6:28 PM,U.S. HWY,30.449901,-91.168711
4/8/15,12:21 PM,CITY STREET,30.449901,-91.168711
6/28/10,11:11 AM,CITY STREET,30.449901,-91.168711
11/1/10,5:21 PM,CITY STREET,30.449901,-91.168711
7/3/13,4:44 PM,U.S. HWY,30.449901,-91.168711
1/14/16,6:07 AM,U.S. HWY,30.449901,-91.168711
12/23/14,10:21 AM,STATE HWY,30.449901,-91.168711
12/29/11,12:55 PM,STATE HWY,30.449901,-91.168711
1/16/12,2:12 PM,U.S. HWY,30.449901,-91.168711
8/30/11,7:39 PM,CITY STREET,30.449901,-91.168711
1/29/14,1:28 PM,U.S. HWY,30.449901,-91.168711
1/24/12,7:12 AM,CITY STREET,30.449901,-91.168711
5/18/15,7:46 PM,INTERSTATE,30.449901,-91.168711
8/1/16,10:03 AM,STATE HWY,30.449901,-91.168711
9/12/16,8:27 AM,U.S. HWY,30.449901,-91.168711
10/24/16,8:02 PM,U.S. HWY,30.449901,-91.168711
8/3/11,11:25 AM,CITY STREET,30.435695,-91.168704
9/16/10,5:03 PM,CITY STREET,30.435695,-91.168704
3/18/11,8:36 AM,CITY STREET,30.435695,-91.168704
7/24/14,5:53 PM,CITY STREET,30.435695,-91.168704
11/3/11,3:48 PM,CITY STREET,30.435695,-91.168704
2/25/16,7:40 AM,CITY STREET,30.435695,-91.168704
5/8/15,10:45 AM,CITY STREET,30.435695,-91.168704
4/29/16,12:40 AM,CITY STREET,30.435695,-91.168704
4/2/14,7:26 PM,CITY STREET,30.509594,-91.168697
6/16/12,2:00 AM,CITY STREET,30.478675,-91.168687
8/17/10,12:05 AM,CITY STREET,30.478675,-91.168687
8/11/15,3:33 PM,CITY STREET,30.462486,-91.168679
11/28/15,11:30 PM,CITY STREET,30.462486,-91.168679
5/28/12,10:57 PM,CITY STREET,30.462486,-91.168679
9/15/16,11:01 PM,CITY STREET,30.453073,-91.168679
6/5/10,10:08 PM,CITY STREET,30.520776,-91.168655
10/5/12,12:54 PM,STATE HWY,30.520776,-91.168655
12/10/12,10:30 AM,STATE HWY,30.520776,-91.168655
11/22/15,4:25 PM,CITY STREET,30.464128,-91.168655
9/18/16,2:57 PM,CITY STREET,30.520776,-91.168655
10/3/16,9:01 AM,STATE HWY,30.520776,-91.168655
10/22/16,8:09 PM,STATE HWY,30.520776,-91.168655
7/1/11,1:35 PM,CITY STREET,30.438532,-91.168647
3/4/16,4:38 PM,CITY STREET,30.426467,-91.168641
9/30/12,1:00 PM,CITY STREET,30.389353,-91.168637
2/7/13,4:15 PM,CITY STREET,30.426342,-91.168637
11/27/11,11:15 PM,CITY STREET,30.426342,-91.168637
3/11/15,11:32 AM,CITY STREET,30.426342,-91.168637
3/18/11,7:51 PM,CITY STREET,30.426342,-91.168637
9/2/15,3:40 PM,CITY STREET,30.426342,-91.168637
4/20/15,5:22 PM,CITY STREET,30.426342,-91.168637
9/8/12,2:35 PM,CITY STREET,30.426342,-91.168637
9/1/16,7:27 PM,CITY STREET,30.426342,-91.168637
2/9/14,10:39 AM,CITY STREET,30.426342,-91.168637
4/19/14,2:49 AM,OFF ROAD/ PRIVATE PROPERTY,30.477808,-91.168636
2/16/11,2:56 PM,STATE HWY,30.477808,-91.168636
7/10/12,9:45 PM,CITY STREET,30.477808,-91.168636
3/26/15,8:51 PM,U.S. HWY,30.477808,-91.168636
5/21/12,3:17 PM,STATE HWY,30.477808,-91.168636
4/21/13,2:34 PM,CITY STREET,30.477808,-91.168636
7/11/14,9:04 PM,CITY STREET,30.477808,-91.168636
10/12/15,5:14 PM,CITY STREET,30.477808,-91.168636
6/10/14,6:46 AM,STATE HWY,30.477808,-91.168636
8/15/13,4:49 PM,U.S. HWY,30.477808,-91.168636
2/20/15,2:39 PM,STATE HWY,30.477808,-91.168636
8/5/16,1:28 PM,U.S. HWY,30.477808,-91.168636
10/9/16,7:00 AM,U.S. HWY,30.477808,-91.168636
10/3/10,3:49 PM,CITY STREET,30.477808,-91.168636
3/4/11,6:00 AM,CITY STREET,30.55548,-91.168631
8/16/10,5:41 PM,CITY STREET,30.43477,-91.168623
4/19/10,12:16 PM,CITY STREET,30.43477,-91.168623
5/5/11,1:21 PM,CITY STREET,30.43477,-91.168623
5/29/13,12:47 PM,CITY STREET,30.43477,-91.168623
8/20/15,5:34 PM,CITY STREET,30.43477,-91.168623
3/1/16,2:25 PM,CITY STREET,30.43477,-91.168623
8/23/10,9:28 AM,CITY STREET,30.43477,-91.168623
12/3/11,2:38 PM,CITY STREET,30.43477,-91.168623
12/16/14,4:40 PM,CITY STREET,30.43477,-91.168623
8/19/14,7:55 AM,CITY STREET,30.425449,-91.168621
9/30/15,7:36 AM,CITY STREET,30.425449,-91.168621
1/22/15,9:30 AM,CITY STREET,30.425449,-91.168621
1/16/12,7:58 PM,CITY STREET,30.426833,-91.16862
8/15/15,9:49 PM,CITY STREET,30.426833,-91.16862
7/24/13,7:03 PM,CITY STREET,30.426833,-91.16862
6/29/14,7:10 PM,CITY STREET,30.426833,-91.16862
12/10/15,10:32 AM,CITY STREET,30.426833,-91.16862
7/10/14,5:17 PM,CITY STREET,30.426833,-91.16862
11/3/10,3:49 PM,CITY STREET,30.516287,-91.168614
7/21/16,10:48 PM,CITY STREET,30.516287,-91.168614
8/18/10,10:22 PM,CITY STREET,30.479667,-91.168609
3/22/11,8:12 PM,CITY STREET,30.479667,-91.168609
12/28/15,12:16 PM,CITY STREET,30.519755,-91.168606
6/16/14,6:51 PM,CITY STREET,30.519755,-91.168606
4/23/10,3:02 PM,CITY STREET,30.449904,-91.168601
2/27/16,5:29 AM,U.S. HWY,30.449904,-91.168601
8/21/16,11:48 AM,CITY STREET,30.449904,-91.168601
12/10/11,5:34 AM,CITY STREET,30.449904,-91.168601
11/1/13,4:02 PM,CITY STREET,30.507093,-91.168597
9/10/15,4:18 PM,CITY STREET,30.515678,-91.168595
5/2/16,10:53 PM,CITY STREET,30.515678,-91.168595
4/11/16,12:30 PM,CITY STREET,30.531656,-91.168591
7/6/13,5:35 PM,CITY STREET,30.531656,-91.168591
8/23/14,7:16 PM,CITY STREET,30.531656,-91.168591
8/3/11,7:27 AM,CITY STREET,30.531656,-91.168591
9/17/11,11:13 AM,CITY STREET,30.531656,-91.168591
3/7/16,1:50 AM,CITY STREET,30.531656,-91.168591
11/15/10,8:00 AM,CITY STREET,30.531656,-91.168591
5/12/16,1:50 PM,CITY STREET,30.531656,-91.168591
8/5/16,6:39 PM,CITY STREET,30.531656,-91.168591
11/12/13,3:58 PM,CITY STREET,30.531656,-91.168591
12/12/10,3:40 AM,CITY STREET,30.515591,-91.16859
12/13/10,11:45 PM,OFF ROAD/ PRIVATE PROPERTY,30.515521,-91.168586
12/13/10,10:37 PM,OFF ROAD/ PRIVATE PROPERTY,30.515521,-91.168586
3/12/16,2:00 PM,CITY STREET,30.515521,-91.168586
4/27/12,6:00 PM,CITY STREET,30.515521,-91.168586
6/11/16,2:01 PM,CITY STREET,30.515521,-91.168586
3/23/12,12:29 AM,CITY STREET,30.476906,-91.168584
9/18/15,7:11 AM,CITY STREET,30.423442,-91.168583
5/9/14,6:49 AM,CITY STREET,30.423442,-91.168583
7/3/13,9:01 PM,OFF ROAD/ PRIVATE PROPERTY,30.423442,-91.168583
2/18/12,6:50 PM,CITY STREET,30.423442,-91.168583
7/29/14,7:41 AM,CITY STREET,30.424583,-91.168581
7/29/14,7:41 AM,CITY STREET,30.424583,-91.168581
5/4/12,4:42 PM,CITY STREET,30.424583,-91.168581
9/26/10,1:31 AM,CITY STREET,30.424583,-91.168581
10/19/15,7:10 PM,CITY STREET,30.424583,-91.168581
11/16/14,2:36 AM,CITY STREET,30.424583,-91.168581
11/11/10,5:40 PM,CITY STREET,30.515363,-91.168578
9/14/13,8:10 AM,CITY STREET,30.478679,-91.168575
2/20/11,2:25 PM,CITY STREET,30.515206,-91.168569
12/3/15,9:26 PM,CITY STREET,30.515206,-91.168569
2/4/11,12:05 PM,CITY STREET,30.489001,-91.168564
9/12/13,3:50 PM,CITY STREET,30.489001,-91.168564
6/7/11,6:07 PM,CITY STREET,30.489001,-91.168564
6/21/14,6:59 PM,CITY STREET,30.515052,-91.168561
9/22/11,10:48 AM,CITY STREET,30.515052,-91.168561
8/19/12,6:22 PM,CITY STREET,30.515052,-91.168561
7/8/11,6:12 PM,CITY STREET,30.514895,-91.168553
7/17/12,2:03 PM,CITY STREET,30.518697,-91.168551
10/17/16,9:25 PM,CITY STREET,30.518697,-91.168551
9/14/15,3:52 PM,CITY STREET,30.3774,-91.168549
10/26/15,2:20 PM,CITY STREET,30.3774,-91.168549
9/18/15,8:58 AM,CITY STREET,30.3774,-91.168549
7/1/16,2:48 PM,CITY STREET,30.3774,-91.168549
8/9/10,5:28 PM,OFF ROAD/ PRIVATE PROPERTY,30.424284,-91.168535
12/4/15,6:30 AM,CITY STREET,30.514425,-91.168529
11/6/11,9:58 PM,CITY STREET,30.514425,-91.168529
9/18/13,6:30 AM,CITY STREET,30.482984,-91.168528
4/3/16,8:00 AM,CITY STREET,30.518155,-91.168526
8/26/12,6:47 PM,CITY STREET,30.518155,-91.168526
8/24/12,5:40 PM,CITY STREET,30.518155,-91.168526
4/19/12,4:58 PM,U.S. HWY,30.476014,-91.168524
11/2/11,4:00 PM,STATE HWY,30.476014,-91.168524
12/6/11,1:50 PM,CITY STREET,30.518055,-91.168521
7/17/15,10:00 AM,U.S. HWY,30.446748,-91.16852
8/6/16,10:24 AM,CITY STREET,30.441087,-91.168512
8/6/16,10:24 AM,CITY STREET,30.441087,-91.168512
10/22/16,12:00 AM,STATE HWY,30.441087,-91.168512
3/22/13,1:12 PM,CITY STREET,30.42376,-91.168491
3/30/14,10:52 AM,CITY STREET,30.42376,-91.168491
12/25/13,1:20 AM,STATE HWY,30.520786,-91.16849
11/19/10,6:49 AM,CITY STREET,30.52264,-91.168484
5/10/13,8:27 PM,CITY STREET,30.52264,-91.168484
2/11/11,7:55 AM,CITY STREET,30.401199,-91.16848
12/26/15,11:34 PM,CITY STREET,30.519739,-91.168478
10/22/16,5:25 PM,CITY STREET,30.519739,-91.168478
3/15/14,6:40 PM,CITY STREET,30.434345,-91.168474
3/30/15,1:29 AM,CITY STREET,30.434345,-91.168474
7/2/15,3:52 PM,STATE HWY,30.475038,-91.168466
6/16/14,5:17 PM,STATE HWY,30.475038,-91.168466
3/11/13,1:24 PM,CITY STREET,30.475038,-91.168466
4/30/13,3:12 PM,U.S. HWY,30.475038,-91.168466
2/13/16,12:12 PM,U.S. HWY,30.475038,-91.168466
6/15/13,2:12 PM,CITY STREET,30.478683,-91.168463
2/9/11,3:30 PM,U.S. HWY,30.474903,-91.168459
7/25/16,2:40 PM,CITY STREET,30.513718,-91.168458
5/20/13,2:10 PM,CITY STREET,30.517756,-91.168456
3/30/15,6:42 PM,CITY STREET,30.517756,-91.168456
1/26/15,6:55 AM,CITY STREET,30.518743,-91.168454
4/22/15,1:08 PM,OFF ROAD/ PRIVATE PROPERTY,30.434252,-91.16845
11/8/12,8:42 AM,CITY STREET,30.514428,-91.16845
1/20/12,9:30 AM,CITY STREET,30.514428,-91.16845
5/23/12,6:05 PM,CITY STREET,30.514428,-91.16845
2/18/15,6:52 AM,CITY STREET,30.514428,-91.16845
5/11/15,11:30 PM,CITY STREET,30.514428,-91.16845
10/29/13,2:56 PM,CITY STREET,30.514428,-91.16845
6/24/12,6:07 PM,CITY STREET,30.514428,-91.16845
10/11/14,11:56 PM,CITY STREET,30.514428,-91.16845
1/10/14,3:11 PM,CITY STREET,30.513044,-91.168447
11/22/12,9:56 PM,CITY STREET,30.513044,-91.168447
7/15/15,3:13 PM,CITY STREET,30.513044,-91.168447
8/1/13,7:18 PM,CITY STREET,30.513044,-91.168447
7/27/14,10:39 PM,CITY STREET,30.521671,-91.168445
8/12/11,2:18 PM,CITY STREET,30.400599,-91.168444
2/21/14,7:24 AM,CITY STREET,30.400599,-91.168444
7/6/12,5:32 PM,CITY STREET,30.400599,-91.168444
