CRASH DATE,CRASH TIME,OCCURED ON,LATTITUDE,LONGITUDE
4/29/11,7:05 PM,OFF ROAD/ PRIVATE PROPERTY,35.21113,-97.44127
3/24/16,8:45 AM,CITY STREET,35.21113,-97.44127
8/17/10,1:20 PM,CITY STREET,35.21113,-97.44127
8/17/10,1:20 PM,CITY STREET,35.21113,-97.44127
3/31/11,3:00 PM,CITY STREET,33.0243,-96.54125
10/31/16,7:14 AM,INTERSTATE,42.502812,-95.288931
3/31/14,8:20 AM,CITY STREET,44.95942,-93.10375
3/14/16,4:47 PM,STATE HWY,30.377755,-91.223404
2/4/13,6:52 PM,CITY STREET,30.387609,-91.212865
4/27/16,6:36 PM,CITY STREET,30.387609,-91.212865
3/23/15,5:59 PM,CITY STREET,30.388591,-91.211676
10/9/11,2:50 AM,STATE HWY,30.388591,-91.211676
5/23/16,5:00 PM,U.S. HWY,30.388591,-91.211676
6/10/16,11:14 AM,CITY STREET,30.388591,-91.211676
6/10/14,5:12 PM,OFF ROAD/ PRIVATE PROPERTY,30.390069,-91.209968
4/24/12,8:31 AM,OFF ROAD/ PRIVATE PROPERTY,30.390069,-91.209968
3/4/12,3:23 AM,CITY STREET,30.390069,-91.209968
5/7/16,4:21 PM,OFF ROAD/ PRIVATE PROPERTY,30.390069,-91.209968
7/5/16,10:00 PM,OFF ROAD/ PRIVATE PROPERTY,30.390069,-91.209968
9/12/16,2:27 PM,CITY STREET,30.390069,-91.209968
9/14/16,8:28 AM,CITY STREET,30.390069,-91.209968
9/30/16,9:16 PM,OFF ROAD/ PRIVATE PROPERTY,30.390069,-91.209968
10/28/16,4:49 PM,OFF ROAD/ PRIVATE PROPERTY,30.390069,-91.209968
6/14/11,1:00 AM,CITY STREET,30.390069,-91.209968
4/6/15,3:00 AM,U.S. HWY,30.573249,-91.209156
11/9/15,1:04 AM,CITY STREET,30.391468,-91.20905
2/12/10,2:05 AM,OFF ROAD/ PRIVATE PROPERTY,30.391264,-91.209048
10/1/10,2:30 AM,OFF ROAD/ PRIVATE PROPERTY,30.391264,-91.209048
1/21/16,4:36 PM,CITY STREET,30.392461,-91.208169
3/11/16,3:17 PM,STATE HWY,30.392461,-91.208169
9/19/15,6:00 PM,CITY STREET,30.392461,-91.208169
5/5/16,4:30 PM,CITY STREET,30.392461,-91.208169
6/27/16,5:47 PM,CITY STREET,30.392461,-91.208169
8/2/16,9:40 PM,STATE HWY,30.392461,-91.208169
9/13/16,1:49 PM,STATE HWY,30.392461,-91.208169
9/27/16,6:44 PM,CITY STREET,30.392461,-91.208169
2/19/15,7:57 AM,CITY STREET,30.392461,-91.208169
2/1/14,4:43 PM,OFF ROAD/ PRIVATE PROPERTY,30.391091,-91.207584
5/7/16,10:58 PM,OFF ROAD/ PRIVATE PROPERTY,30.391091,-91.207584
1/5/13,12:20 PM,CITY STREET,30.392214,-91.207517
2/10/11,9:21 AM,CITY STREET,30.391059,-91.207323
11/28/12,2:25 AM,OFF ROAD/ PRIVATE PROPERTY,30.391042,-91.207184
9/25/15,4:35 PM,STATE HWY,30.393647,-91.207112
10/3/12,8:17 PM,STATE HWY,30.393649,-91.20711
8/24/11,2:33 PM,CITY STREET,30.393649,-91.20711
6/9/11,6:32 PM,CITY STREET,30.391009,-91.206912
3/9/13,3:08 AM,CITY STREET,30.391004,-91.206871
9/6/11,6:30 PM,OFF ROAD/ PRIVATE PROPERTY,30.389109,-91.206639
1/20/15,11:06 PM,OFF ROAD/ PRIVATE PROPERTY,30.389109,-91.206639
2/24/13,3:19 PM,OFF ROAD/ PRIVATE PROPERTY,30.389109,-91.206639
11/19/14,7:30 AM,OFF ROAD/ PRIVATE PROPERTY,30.389109,-91.206639
1/23/16,2:08 AM,CITY STREET,30.389109,-91.206639
9/18/10,1:37 PM,CITY STREET,30.390922,-91.206195
1/4/15,10:07 PM,CITY STREET,30.390875,-91.205811
7/27/14,9:07 PM,CITY STREET,30.390875,-91.205811
11/18/14,4:49 PM,CITY STREET,30.390875,-91.205811
12/17/12,12:59 AM,CITY STREET,30.390875,-91.205811
3/22/14,3:07 AM,CITY STREET,30.390875,-91.205811
5/27/13,3:08 PM,CITY STREET,30.390839,-91.205509
6/26/15,12:49 PM,OFF ROAD/ PRIVATE PROPERTY,30.392204,-91.205064
12/14/13,10:23 AM,CITY STREET,30.388462,-91.205064
2/9/14,12:08 PM,CITY STREET,30.392338,-91.205002
4/28/10,1:10 PM,CITY STREET,30.392618,-91.204873
1/1/12,3:31 AM,CITY STREET,30.392667,-91.20485
1/29/11,2:01 AM,STATE HWY,30.391633,-91.204533
2/4/13,12:16 PM,CITY STREET,30.393586,-91.204426
2/20/11,9:55 AM,CITY STREET,30.390664,-91.204113
8/21/15,12:00 AM,OFF ROAD/ PRIVATE PROPERTY,30.388626,-91.203927
10/24/16,7:57 AM,CITY STREET,30.392424,-91.203894
11/8/14,9:31 PM,OFF ROAD/ PRIVATE PROPERTY,30.389176,-91.203833
9/4/15,7:35 AM,CITY STREET,30.394025,-91.203815
7/22/15,11:37 AM,CITY STREET,30.394025,-91.203815
11/20/15,2:50 PM,CITY STREET,30.394025,-91.203815
2/17/16,8:45 AM,CITY STREET,30.394025,-91.203815
3/21/16,6:30 AM,CITY STREET,30.394025,-91.203815
3/10/15,5:12 PM,CITY STREET,30.394025,-91.203815
8/24/16,8:01 AM,CITY STREET,30.394025,-91.203815
10/19/16,8:24 AM,CITY STREET,30.394025,-91.203815
11/1/15,12:26 AM,CITY STREET,30.390623,-91.203792
7/7/10,3:20 PM,CITY STREET,30.390623,-91.203792
11/7/13,5:23 PM,CITY STREET,30.550222,-91.203688
7/15/10,12:09 PM,CITY STREET,30.550222,-91.203688
6/13/15,11:05 AM,CITY STREET,30.550222,-91.203688
11/5/10,9:40 AM,CITY STREET,30.550222,-91.203688
10/25/13,3:39 AM,CITY STREET,30.39327,-91.203522
5/4/15,1:15 AM,CITY STREET,30.393389,-91.203463
1/27/11,4:48 PM,CITY STREET,30.393693,-91.203312
12/6/10,2:00 PM,CITY STREET,30.393693,-91.203312
1/16/16,10:16 AM,CITY STREET,30.393693,-91.203312
10/7/14,7:55 AM,CITY STREET,30.393649,-91.202704
10/8/15,8:28 AM,CITY STREET,30.393649,-91.202704
11/8/14,12:21 PM,CITY STREET,30.393649,-91.202704
12/7/10,10:42 AM,CITY STREET,30.393649,-91.202704
3/8/16,9:00 AM,CITY STREET,30.393649,-91.202704
3/22/10,7:14 AM,OFF ROAD/ PRIVATE PROPERTY,30.393586,-91.202518
11/20/15,6:55 AM,OFF ROAD/ PRIVATE PROPERTY,30.534227,-91.202483
10/24/13,8:32 AM,CITY STREET,30.388348,-91.201893
8/4/14,5:07 PM,CITY STREET,30.53603,-91.201631
8/15/10,4:34 AM,CITY STREET,30.535107,-91.201606
9/18/10,3:02 AM,CITY STREET,30.53309,-91.201538
7/24/10,2:17 PM,CITY STREET,30.383091,-91.201426
6/24/16,8:46 PM,OFF ROAD/ PRIVATE PROPERTY,30.38216,-91.200983
5/19/15,8:03 AM,CITY STREET,30.536966,-91.200747
5/18/14,9:48 AM,OFF ROAD/ PRIVATE PROPERTY,30.536919,-91.200746
8/14/12,7:40 AM,CITY STREET,30.536919,-91.200746
11/3/12,2:24 PM,OFF ROAD/ PRIVATE PROPERTY,30.536919,-91.200746
2/24/16,2:23 PM,OFF ROAD/ PRIVATE PROPERTY,30.536896,-91.200745
3/4/12,3:52 AM,OFF ROAD/ PRIVATE PROPERTY,30.391982,-91.200713
12/22/10,8:30 AM,OFF ROAD/ PRIVATE PROPERTY,30.53594,-91.200707
11/8/14,1:07 PM,OFF ROAD/ PRIVATE PROPERTY,30.53594,-91.200707
7/4/15,3:32 PM,OFF ROAD/ PRIVATE PROPERTY,30.53594,-91.200707
2/22/11,8:00 AM,OFF ROAD/ PRIVATE PROPERTY,30.53594,-91.200707
4/4/13,9:00 AM,CITY STREET,30.532537,-91.200672
11/15/11,8:35 AM,CITY STREET,30.532537,-91.200672
5/25/12,12:13 PM,CITY STREET,30.53278,-91.200589
3/24/15,10:13 PM,CITY STREET,30.532537,-91.200581
2/6/13,5:42 PM,CITY STREET,30.391932,-91.200568
10/1/16,2:12 PM,CITY STREET,30.537875,-91.200478
9/20/15,10:06 AM,CITY STREET,30.38023,-91.200349
8/1/13,7:43 PM,CITY STREET,30.534308,-91.200326
12/28/10,2:45 AM,CITY STREET,30.543097,-91.200102
4/16/12,9:33 PM,CITY STREET,30.543882,-91.200079
5/10/12,9:20 AM,CITY STREET,30.540577,-91.199989
4/5/14,12:48 PM,CITY STREET,30.53969,-91.199956
9/13/10,4:05 PM,CITY STREET,30.537896,-91.199942
7/30/11,5:55 PM,CITY STREET,30.537896,-91.199942
3/3/15,9:17 AM,CITY STREET,30.53803,-91.199881
1/12/14,12:56 PM,OFF ROAD/ PRIVATE PROPERTY,30.537403,-91.199855
6/14/10,7:40 PM,CITY STREET,30.536081,-91.199803
8/8/16,10:59 AM,CITY STREET,30.535451,-91.199777
6/29/13,8:30 PM,OFF ROAD/ PRIVATE PROPERTY,30.535112,-91.199762
3/10/13,1:51 PM,CITY STREET,30.535057,-91.19976
2/23/15,6:52 AM,CITY STREET,30.534365,-91.199731
3/9/13,9:09 PM,CITY STREET,30.534365,-91.199731
8/22/16,3:35 PM,CITY STREET,30.54311,-91.199727
6/19/11,10:00 AM,OFF ROAD/ PRIVATE PROPERTY,30.539698,-91.199708
5/25/12,1:41 PM,CITY STREET,30.533319,-91.199685
12/8/11,7:12 PM,CITY STREET,30.532674,-91.199657
8/20/10,1:59 PM,CITY STREET,30.532561,-91.199652
8/23/11,11:49 PM,CITY STREET,30.534343,-91.199519
3/4/15,11:51 PM,CITY STREET,30.392505,-91.199385
12/2/10,6:57 PM,CITY STREET,30.392505,-91.199385
2/15/12,5:45 PM,U.S. HWY,30.553935,-91.199002
1/30/11,12:25 PM,OFF ROAD/ PRIVATE PROPERTY,30.538607,-91.198979
1/24/15,9:28 AM,CITY STREET,30.532596,-91.19891
6/11/14,3:37 PM,CITY STREET,30.377198,-91.198901
10/25/16,7:07 PM,INTERSTATE,30.5291,-91.1989
11/3/16,6:12 AM,INTERSTATE,30.5291,-91.1989
10/26/14,4:46 PM,OFF ROAD/ PRIVATE PROPERTY,30.536,-91.19887
5/30/11,3:00 PM,OFF ROAD/ PRIVATE PROPERTY,30.536,-91.19887
6/4/16,10:49 PM,OFF ROAD/ PRIVATE PROPERTY,30.536,-91.19887
7/23/15,4:48 AM,CITY STREET,30.535255,-91.198849
8/23/13,9:57 AM,CITY STREET,30.534021,-91.198811
4/5/12,7:39 AM,CITY STREET,30.533816,-91.198804
6/16/14,12:09 PM,CITY STREET,30.533196,-91.198783
1/22/16,8:30 AM,CITY STREET,30.406699,-91.198763
11/25/14,2:50 PM,CITY STREET,30.406699,-91.198763
10/25/14,1:40 PM,STATE HWY,30.406699,-91.198763
3/13/16,1:41 AM,STATE HWY,30.406699,-91.198763
9/19/15,9:37 AM,STATE HWY,30.406699,-91.198763
10/22/16,5:50 PM,CITY STREET,30.406699,-91.198763
11/3/16,9:26 PM,CITY STREET,30.406699,-91.198763
9/17/11,9:23 AM,CITY STREET,30.540605,-91.198734
1/3/15,11:51 PM,CITY STREET,30.539738,-91.198301
8/10/12,8:50 AM,CITY STREET,30.539738,-91.198301
10/20/13,7:28 PM,CITY STREET,30.539738,-91.198301
6/2/16,4:43 PM,CITY STREET,30.37734,-91.198283
9/8/12,4:40 PM,CITY STREET,30.40773,-91.198268
3/21/14,2:09 AM,CITY STREET,30.392111,-91.198258
1/19/16,8:49 AM,CITY STREET,30.392111,-91.198258
6/30/16,3:58 PM,CITY STREET,30.392111,-91.198258
6/26/15,2:12 PM,CITY STREET,30.392111,-91.198258
1/26/14,3:10 AM,CITY STREET,30.38992,-91.198153
11/22/12,9:55 PM,CITY STREET,30.38992,-91.198153
12/4/15,5:15 PM,CITY STREET,30.532616,-91.198108
9/18/11,3:26 PM,CITY STREET,30.532616,-91.198108
7/23/11,11:02 PM,PARISH ROAD,30.532616,-91.198108
7/1/10,11:10 AM,CITY STREET,30.53795,-91.198041
6/27/15,1:15 PM,CITY STREET,30.53795,-91.198041
10/2/13,9:30 PM,CITY STREET,30.53795,-91.198041
3/6/12,12:45 PM,CITY STREET,30.53615,-91.197947
7/26/16,2:58 PM,CITY STREET,30.53615,-91.197947
9/18/16,10:44 PM,CITY STREET,30.53615,-91.197947
8/19/12,12:50 PM,OFF ROAD/ PRIVATE PROPERTY,30.535789,-91.197941
7/20/13,2:08 PM,OFF ROAD/ PRIVATE PROPERTY,30.535789,-91.197941
8/6/15,1:03 AM,CITY STREET,30.535205,-91.197931
3/17/15,8:15 AM,OFF ROAD/ PRIVATE PROPERTY,30.535205,-91.197931
7/21/13,5:01 PM,U.S. HWY,30.534986,-91.197924
2/21/13,8:26 PM,CITY STREET,30.379565,-91.197906
11/5/16,4:12 PM,INTERSTATE,30.5284,-91.1979
8/6/11,7:19 PM,CITY STREET,30.534394,-91.197881
7/16/14,6:14 PM,CITY STREET,30.534394,-91.197881
11/28/12,5:41 PM,CITY STREET,30.534394,-91.197881
12/1/13,12:48 PM,CITY STREET,30.53363,-91.19785
4/17/12,12:02 PM,CITY STREET,30.533506,-91.197848
7/2/10,6:22 PM,STATE HWY,30.539759,-91.197636
5/5/15,8:38 AM,CITY STREET,30.536155,-91.197611
4/7/16,8:51 AM,CITY STREET,30.380911,-91.197525
2/23/10,6:50 PM,CITY STREET,30.380911,-91.197525
4/19/14,9:16 PM,CITY STREET,30.381115,-91.19746
6/12/15,7:23 AM,CITY STREET,30.543197,-91.197255
1/11/15,9:15 AM,CITY STREET,30.391755,-91.197244
9/23/15,6:36 PM,CITY STREET,30.391755,-91.197244
9/24/10,12:54 PM,CITY STREET,30.391755,-91.197244
6/25/16,9:02 PM,CITY STREET,30.539012,-91.197146
9/30/16,9:25 PM,CITY STREET,30.536817,-91.197053
1/14/12,3:13 AM,CITY STREET,30.384094,-91.197024
4/30/14,3:16 PM,CITY STREET,30.384765,-91.197024
8/22/13,8:03 AM,CITY STREET,30.376921,-91.197018
12/12/15,11:30 PM,CITY STREET,30.535875,-91.197017
6/19/14,6:15 PM,CITY STREET,30.535615,-91.197011
1/13/13,4:40 PM,OFF ROAD/ PRIVATE PROPERTY,30.383456,-91.197003
10/29/16,3:16 PM,CITY STREET,30.383456,-91.197003
5/4/10,3:45 PM,CITY STREET,30.544009,-91.196898
7/3/15,3:31 PM,CITY STREET,30.54321,-91.196869
3/11/14,2:58 PM,OFF ROAD/ PRIVATE PROPERTY,30.53617,-91.196826
9/12/11,6:10 AM,OFF ROAD/ PRIVATE PROPERTY,30.534418,-91.196766
3/14/13,4:06 PM,CITY STREET,30.386273,-91.196642
10/31/12,11:43 PM,OFF ROAD/ PRIVATE PROPERTY,30.534423,-91.196589
12/10/11,2:23 AM,CITY STREET,30.5398,-91.196577
4/17/13,4:57 PM,U.S. HWY,30.549407,-91.196289
2/23/14,6:51 PM,U.S. HWY,30.549407,-91.196289
6/28/14,11:51 PM,U.S. HWY,30.549407,-91.196289
6/21/15,12:03 PM,CITY STREET,30.549407,-91.196289
1/3/15,4:32 PM,U.S. HWY,30.549407,-91.196289
3/25/15,5:00 PM,U.S. HWY,30.549407,-91.196289
8/3/12,6:40 PM,STATE HWY,30.549407,-91.196289
3/2/14,5:21 PM,U.S. HWY,30.549407,-91.196289
4/19/15,11:54 AM,U.S. HWY,30.549407,-91.196289
4/24/10,10:10 PM,U.S. HWY,30.549407,-91.196289
10/27/10,6:55 AM,U.S. HWY,30.549407,-91.196289
8/14/10,10:45 PM,STATE HWY,30.549407,-91.196289
1/22/14,7:02 AM,STATE HWY,30.549407,-91.196289
10/27/10,6:55 AM,U.S. HWY,30.549407,-91.196289
8/29/13,9:35 AM,OFF ROAD/ PRIVATE PROPERTY,30.387032,-91.196289
1/14/15,10:00 PM,U.S. HWY,30.549407,-91.196289
9/28/10,3:24 PM,U.S. HWY,30.549407,-91.196289
12/7/13,5:30 PM,U.S. HWY,30.549407,-91.196289
9/12/11,12:56 PM,U.S. HWY,30.549407,-91.196289
2/17/14,6:14 AM,U.S. HWY,30.549407,-91.196289
8/14/10,10:45 PM,STATE HWY,30.549407,-91.196289
1/13/14,4:48 PM,U.S. HWY,30.549407,-91.196289
10/16/10,2:16 AM,U.S. HWY,30.549407,-91.196289
10/27/10,6:58 AM,U.S. HWY,30.549407,-91.196289
3/13/12,8:47 AM,STATE HWY,30.549407,-91.196289
4/4/14,4:55 PM,U.S. HWY,30.549407,-91.196289
5/3/11,5:08 PM,U.S. HWY,30.549407,-91.196289
5/1/15,10:30 AM,U.S. HWY,30.549407,-91.196289
4/23/16,6:35 AM,U.S. HWY,30.549407,-91.196289
11/11/11,5:00 PM,STATE HWY,30.549407,-91.196289
5/6/16,4:04 PM,U.S. HWY,30.549407,-91.196289
9/14/13,9:41 PM,U.S. HWY,30.549407,-91.196289
9/28/16,6:29 AM,U.S. HWY,30.549407,-91.196289
10/5/16,3:43 PM,U.S. HWY,30.549407,-91.196289
10/12/16,3:35 PM,U.S. HWY,30.549407,-91.196289
11/2/16,3:33 PM,U.S. HWY,30.549407,-91.196289
8/20/15,6:57 AM,U.S. HWY,30.549407,-91.196289
10/22/13,7:23 PM,CITY STREET,30.379276,-91.19623
7/10/13,2:15 PM,CITY STREET,30.387573,-91.196133
12/12/13,10:15 AM,CITY STREET,30.534438,-91.196004
7/25/10,2:00 AM,CITY STREET,30.534438,-91.196004
6/17/13,11:27 PM,CITY STREET,30.534438,-91.196004
12/10/13,8:30 AM,U.S. HWY,30.548919,-91.196
2/22/16,4:07 PM,CITY STREET,30.536199,-91.195946
8/25/15,10:54 PM,CITY STREET,30.536199,-91.195946
2/28/14,1:24 PM,CITY STREET,30.536199,-91.195946
7/20/12,7:40 PM,CITY STREET,30.532686,-91.195933
8/24/16,8:37 AM,CITY STREET,30.532686,-91.195933
10/28/10,5:24 PM,CITY STREET,30.541482,-91.195757
8/28/12,8:45 AM,U.S. HWY,30.548433,-91.195709
3/16/16,11:43 AM,OFF ROAD/ PRIVATE PROPERTY,30.5412,-91.195608
8/7/14,9:02 AM,CITY STREET,30.376727,-91.195446
8/22/12,7:41 PM,CITY STREET,30.536226,-91.195298
5/7/16,11:23 AM,CITY STREET,30.536226,-91.195298
10/5/13,7:15 PM,CITY STREET,30.534458,-91.195277
12/4/15,9:24 PM,CITY STREET,30.539595,-91.195255
6/14/16,1:36 AM,CITY STREET,30.539595,-91.195255
5/8/12,8:30 AM,CITY STREET,30.539035,-91.195225
5/5/10,3:45 PM,CITY STREET,30.539035,-91.195225
7/6/12,3:43 PM,CITY STREET,30.538039,-91.195173
4/23/14,4:56 PM,CITY STREET,30.538039,-91.195173
8/30/14,7:29 PM,U.S. HWY,30.547457,-91.195133
6/16/15,11:12 AM,CITY STREET,30.3834,-91.195119
10/5/15,5:43 PM,CITY STREET,30.536233,-91.195116
4/27/14,7:09 PM,CITY STREET,30.535358,-91.19506
5/7/15,2:53 PM,CITY STREET,30.534464,-91.195034
4/30/13,5:13 PM,CITY STREET,30.390981,-91.194947
4/19/15,1:25 PM,CITY STREET,30.390981,-91.194947
9/9/15,8:12 AM,CITY STREET,30.390981,-91.194947
11/8/14,6:00 PM,CITY STREET,30.406141,-91.194662
9/7/12,4:54 AM,STATE HWY,30.415478,-91.1946
7/16/15,4:39 PM,STATE HWY,30.415478,-91.1946
5/5/12,1:21 AM,STATE HWY,30.546468,-91.19454
10/2/15,6:12 AM,U.S. HWY,30.546468,-91.19454
5/29/10,8:56 PM,CITY STREET,30.537469,-91.194228
3/29/15,2:10 PM,CITY STREET,30.537099,-91.194215
7/14/14,10:35 AM,U.S. HWY,30.545486,-91.194187
4/14/13,1:46 PM,OFF ROAD/ PRIVATE PROPERTY,30.538069,-91.194161
9/30/14,8:08 AM,OFF ROAD/ PRIVATE PROPERTY,30.538069,-91.194161
7/30/11,9:36 PM,OFF ROAD/ PRIVATE PROPERTY,30.538069,-91.194161
10/26/10,8:43 PM,OFF ROAD/ PRIVATE PROPERTY,30.538069,-91.194161
9/2/11,12:54 PM,CITY STREET,30.53807,-91.194146
10/17/15,9:09 PM,CITY STREET,30.539898,-91.194013
2/19/15,10:35 PM,CITY STREET,30.539898,-91.194013
10/15/14,5:35 PM,CITY STREET,30.523422,-91.193912
12/12/15,2:11 AM,CITY STREET,30.419471,-91.193852
5/10/13,4:33 PM,CITY STREET,30.419471,-91.193852
9/21/12,4:33 PM,STATE HWY,30.419471,-91.193852
6/22/15,10:18 PM,CITY STREET,30.419471,-91.193852
8/25/16,8:49 AM,CITY STREET,30.419471,-91.193852
10/21/16,5:54 PM,STATE HWY,30.419471,-91.193852
10/30/13,6:43 AM,CITY STREET,30.389759,-91.193825
12/11/14,11:45 AM,CITY STREET,30.389759,-91.193825
8/26/14,11:34 AM,CITY STREET,30.536281,-91.193812
3/16/13,2:35 PM,CITY STREET,30.536281,-91.193812
9/27/14,6:35 PM,CITY STREET,30.390593,-91.193786
9/6/14,12:44 AM,OFF ROAD/ PRIVATE PROPERTY,30.389508,-91.19377
12/19/14,9:33 PM,CITY STREET,30.532743,-91.19377
2/27/14,5:03 PM,STATE HWY,30.419931,-91.193759
9/8/11,5:08 PM,CITY STREET,30.37775,-91.193736
8/16/13,8:01 PM,OFF ROAD/ PRIVATE PROPERTY,30.420392,-91.193661
11/3/14,11:51 PM,OFF ROAD/ PRIVATE PROPERTY,30.420392,-91.193661
1/6/11,7:04 AM,STATE HWY,30.420392,-91.193661
7/7/11,10:50 AM,OFF ROAD/ PRIVATE PROPERTY,30.420392,-91.193661
3/21/14,5:49 PM,OFF ROAD/ PRIVATE PROPERTY,30.420392,-91.193661
6/11/13,11:49 AM,OFF ROAD/ PRIVATE PROPERTY,30.420392,-91.193661
3/7/14,3:30 PM,OFF ROAD/ PRIVATE PROPERTY,30.420392,-91.193661
5/20/10,6:53 PM,OFF ROAD/ PRIVATE PROPERTY,30.420392,-91.193661
3/25/14,12:32 PM,OFF ROAD/ PRIVATE PROPERTY,30.420392,-91.193661
3/26/16,3:01 PM,OFF ROAD/ PRIVATE PROPERTY,30.420392,-91.193661
8/15/14,9:20 AM,OFF ROAD/ PRIVATE PROPERTY,30.420392,-91.193661
5/12/14,7:52 PM,OFF ROAD/ PRIVATE PROPERTY,30.420392,-91.193661
1/18/15,4:10 PM,OFF ROAD/ PRIVATE PROPERTY,30.420392,-91.193661
12/29/12,12:56 PM,OFF ROAD/ PRIVATE PROPERTY,30.420392,-91.193661
1/15/14,2:34 PM,OFF ROAD/ PRIVATE PROPERTY,30.420392,-91.193661
2/18/14,3:19 PM,OFF ROAD/ PRIVATE PROPERTY,30.420392,-91.193661
2/10/12,1:45 PM,STATE HWY,30.420392,-91.193661
2/18/12,8:00 AM,OFF ROAD/ PRIVATE PROPERTY,30.420392,-91.193661
9/15/10,8:14 AM,OFF ROAD/ PRIVATE PROPERTY,30.420392,-91.193661
10/31/14,9:30 PM,OFF ROAD/ PRIVATE PROPERTY,30.420392,-91.193661
5/24/15,1:23 AM,OFF ROAD/ PRIVATE PROPERTY,30.420392,-91.193661
10/10/15,8:30 AM,OFF ROAD/ PRIVATE PROPERTY,30.420392,-91.193661
4/27/16,3:36 PM,OFF ROAD/ PRIVATE PROPERTY,30.420437,-91.193649
7/16/16,8:38 AM,CITY STREET,30.420437,-91.193649
7/16/16,12:12 PM,OFF ROAD/ PRIVATE PROPERTY,30.420437,-91.193649
11/1/16,8:54 PM,OFF ROAD/ PRIVATE PROPERTY,30.420437,-91.193649
5/10/15,9:05 PM,STATE HWY,30.420715,-91.193575
2/12/12,1:59 PM,STATE HWY,30.544829,-91.193564
5/20/14,4:22 PM,CITY STREET,30.420761,-91.193563
4/3/15,5:02 PM,CITY STREET,30.420761,-91.193563
5/2/11,11:59 PM,OFF ROAD/ PRIVATE PROPERTY,30.420761,-91.193563
5/6/11,9:05 PM,STATE HWY,30.420761,-91.193563
10/18/14,9:02 AM,CITY STREET,30.390016,-91.193541
3/25/11,7:13 AM,CITY STREET,30.386001,-91.193459
8/10/11,9:47 PM,CITY STREET,30.543848,-91.193446
9/6/13,3:21 PM,CITY STREET,30.543848,-91.193446
3/3/15,3:35 PM,CITY STREET,30.538097,-91.193416
8/19/11,9:30 PM,CITY STREET,30.524015,-91.193348
4/18/12,11:46 AM,CITY STREET,30.524015,-91.193348
12/8/15,7:49 AM,CITY STREET,30.524015,-91.193348
5/30/14,2:10 AM,CITY STREET,30.524015,-91.193348
8/10/16,2:36 PM,INTERSTATE,30.524015,-91.193348
8/8/16,5:56 PM,INTERSTATE,30.524015,-91.193348
8/19/16,10:19 PM,INTERSTATE,30.524015,-91.193348
8/7/16,1:10 AM,INTERSTATE,30.524015,-91.193348
7/31/16,1:04 AM,INTERSTATE,30.524015,-91.193348
8/23/16,6:50 PM,INTERSTATE,30.524015,-91.193348
8/4/16,12:16 PM,INTERSTATE,30.524015,-91.193348
8/9/16,4:25 PM,INTERSTATE,30.524015,-91.193348
8/23/16,8:12 AM,INTERSTATE,30.524015,-91.193348
8/25/16,7:04 AM,INTERSTATE,30.524015,-91.193348
8/25/16,5:05 PM,INTERSTATE,30.524015,-91.193348
8/23/16,5:11 PM,INTERSTATE,30.524015,-91.193348
8/27/16,10:26 AM,INTERSTATE,30.524015,-91.193348
9/2/16,3:15 AM,INTERSTATE,30.524015,-91.193348
9/7/16,1:57 PM,INTERSTATE,30.524015,-91.193348
9/19/16,5:52 PM,INTERSTATE,30.524015,-91.193348
9/27/16,7:58 PM,INTERSTATE,30.524015,-91.193348
9/10/16,1:00 AM,INTERSTATE,30.524015,-91.193348
9/22/16,11:20 PM,INTERSTATE,30.524015,-91.193348
10/3/16,8:52 AM,INTERSTATE,30.524015,-91.193348
10/6/16,6:25 PM,INTERSTATE,30.524015,-91.193348
10/5/16,4:06 PM,INTERSTATE,30.524015,-91.193348
10/4/16,7:56 AM,INTERSTATE,30.524015,-91.193348
9/30/16,10:44 AM,INTERSTATE,30.524015,-91.193348
10/18/16,5:50 PM,INTERSTATE,30.524015,-91.193348
10/17/16,5:45 PM,INTERSTATE,30.524015,-91.193348
10/27/16,7:04 PM,INTERSTATE,30.524015,-91.193348
11/2/16,10:40 AM,INTERSTATE,30.524015,-91.193348
1/19/15,2:17 PM,CITY STREET,30.524015,-91.193348
4/16/15,6:43 PM,CITY STREET,30.537749,-91.193315
3/30/14,8:28 PM,CITY STREET,30.537019,-91.193289
7/30/13,10:51 AM,CITY STREET,30.537019,-91.193289
5/22/12,7:40 PM,CITY STREET,30.536289,-91.193263
9/10/13,8:00 AM,CITY STREET,30.419218,-91.193241
11/23/11,10:20 AM,CITY STREET,30.534544,-91.193187
9/30/10,10:32 AM,CITY STREET,30.534544,-91.193187
9/21/16,12:30 PM,CITY STREET,30.534544,-91.193187
10/22/10,4:15 PM,CITY STREET,30.534428,-91.193182
4/4/16,5:30 PM,CITY STREET,30.422084,-91.193123
9/27/13,1:30 PM,CITY STREET,30.422084,-91.193123
6/19/13,11:48 AM,STATE HWY,30.422084,-91.193123
12/3/10,2:10 AM,STATE HWY,30.422084,-91.193123
8/20/12,5:50 PM,STATE HWY,30.422084,-91.193123
10/4/14,4:40 PM,CITY STREET,30.536294,-91.193101
3/8/10,11:57 AM,CITY STREET,30.536294,-91.193101
7/1/10,7:55 AM,CITY STREET,30.536294,-91.193101
1/20/11,7:48 PM,CITY STREET,30.536294,-91.193101
12/18/15,9:00 AM,OFF ROAD/ PRIVATE PROPERTY,30.421417,-91.193073
7/9/10,6:35 AM,CITY STREET,30.421417,-91.193073
12/6/10,5:15 AM,STATE HWY,30.544001,-91.193072
